"","X","Countrycode","Namespace","AirQualityNetwork","AirQualityStation","AirQualityStationEoICode","SamplingPoint","SamplingProcess","Sample","AirPollutant","AirPollutantCode","AveragingTime","Concentration","UnitOfMeasurement","DatetimeBegin","DatetimeEnd","Validity","Verification","statname","stattype","statareatype","lon","lat","altitude"
"803",803,"AT","AT.0008.20.AQ","NET.05","STA.05.1000","AT51000","SPO.05.1000.4052.5.1","SPP.05.1000.4052.5.1.4269","SAM.05.1000.4052.5.1","PM10","http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5","day",22,"µg/m3","2015-01-19 00:00:00 +01:00","2015-01-20 00:00:00 +01:00",1,1,"Salzburg Rudolfsplatz","Traffic","urban",13.053614,47.797501,425
"804",804,"AT","AT.0008.20.AQ","NET.05","STA.05.1000","AT51000","SPO.05.1000.4052.5.1","SPP.05.1000.4052.5.1.4269","SAM.05.1000.4052.5.1","PM10","http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5","day",13,"µg/m3","2015-01-18 00:00:00 +01:00","2015-01-19 00:00:00 +01:00",1,1,"Salzburg Rudolfsplatz","Traffic","urban",13.053614,47.797501,425
"805",805,"AT","AT.0008.20.AQ","NET.05","STA.05.1000","AT51000","SPO.05.1000.4052.5.1","SPP.05.1000.4052.5.1.4269","SAM.05.1000.4052.5.1","PM10","http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5","day",41,"µg/m3","2015-02-07 00:00:00 +01:00","2015-02-08 00:00:00 +01:00",1,1,"Salzburg Rudolfsplatz","Traffic","urban",13.053614,47.797501,425
"806",806,"AT","AT.0008.20.AQ","NET.05","STA.05.1000","AT51000","SPO.05.1000.4052.5.1","SPP.05.1000.4052.5.1.4269","SAM.05.1000.4052.5.1","PM10","http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5","day",29,"µg/m3","2015-02-04 00:00:00 +01:00","2015-02-05 00:00:00 +01:00",1,1,"Salzburg Rudolfsplatz","Traffic","urban",13.053614,47.797501,425
"807",807,"AT","AT.0008.20.AQ","NET.05","STA.05.1000","AT51000","SPO.05.1000.4052.5.1","SPP.05.1000.4052.5.1.4269","SAM.05.1000.4052.5.1","PM10","http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5","day",18,"µg/m3","2015-01-25 00:00:00 +01:00","2015-01-26 00:00:00 +01:00",1,1,"Salzburg Rudolfsplatz","Traffic","urban",13.053614,47.797501,425
"808",808,"AT","AT.0008.20.AQ","NET.05","STA.05.1000","AT51000","SPO.05.1000.4052.5.1","SPP.05.1000.4052.5.1.4269","SAM.05.1000.4052.5.1","PM10","http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5","day",26,"µg/m3","2015-03-11 00:00:00 +01:00","2015-03-12 00:00:00 +01:00",1,1,"Salzburg Rudolfsplatz","Traffic","urban",13.053614,47.797501,425
"809",809,"AT","AT.0008.20.AQ","NET.05","STA.05.1000","AT51000","SPO.05.1000.4052.5.1","SPP.05.1000.4052.5.1.4269","SAM.05.1000.4052.5.1","PM10","http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5","day",17,"µg/m3","2015-03-01 00:00:00 +01:00","2015-03-02 00:00:00 +01:00",1,1,"Salzburg Rudolfsplatz","Traffic","urban",13.053614,47.797501,425
"810",810,"AT","AT.0008.20.AQ","NET.05","STA.05.1000","AT51000","SPO.05.1000.4052.5.1","SPP.05.1000.4052.5.1.4269","SAM.05.1000.4052.5.1","PM10","http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5","day",7,"µg/m3","2015-03-02 00:00:00 +01:00","2015-03-03 00:00:00 +01:00",1,1,"Salzburg Rudolfsplatz","Traffic","urban",13.053614,47.797501,425
"811",811,"AT","AT.0008.20.AQ","NET.05","STA.05.1000","AT51000","SPO.05.1000.4052.5.1","SPP.05.1000.4052.5.1.4269","SAM.05.1000.4052.5.1","PM10","http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5","day",47,"µg/m3","2015-03-20 00:00:00 +01:00","2015-03-21 00:00:00 +01:00",1,1,"Salzburg Rudolfsplatz","Traffic","urban",13.053614,47.797501,425
"812",812,"AT","AT.0008.20.AQ","NET.05","STA.05.1000","AT51000","SPO.05.1000.4052.5.1","SPP.05.1000.4052.5.1.4269","SAM.05.1000.4052.5.1","PM10","http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5","day",32,"µg/m3","2015-03-15 00:00:00 +01:00","2015-03-16 00:00:00 +01:00",1,1,"Salzburg Rudolfsplatz","Traffic","urban",13.053614,47.797501,425
